listing_id,state,user_id,category_id,title,description,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,can_write_inventory,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
768659343,active,17905617,,Fancy 1920 101st Birthday / Anniversary sixpence coin pendant plus 18inch SS chain gift 101st birthday gift for her,"Genuine circulated 1920 101st birthday coin mounted in a Tibetan Silver mount with 18 inch Sterling Silver chain


A genuine circulated 1920 hand polished sixpence attached to a silver plated pendant mount

Ideal present for a 101st Birthday

This item will make a nice gift or to celebrate the year of your birth.

Supplied in a nice box",1612693971,1623058371,1578516200,1612693971,07/02/2021,39.99,USD,1,[],"lucky sixpence, wedding anniversary, anniversary gifts, coin jewellery, mothers day, 1920, 1920 gift, 101st birthday, 100 years, gift for her, 100 year old, Antique Pendant","sterling silver, lucky sixpence coin, silver plate, antique coin, 1920 silver sixpence",11743680,,1612647023,https://www.etsy.com/listing/768659343/fancy-1920-101st-birthday-anniversary?utm_source=bulkupload&utm_medium=api&utm_campaign=api,811,30,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,women,,,FALSE,TRUE,FALSE,,TRUE,TRUE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
244732351,active,17905617,,"Fancy Pendant 1925 Lucky sixpence 96th Birthday plus a Sterling Silver 18in Chain, 96th birthday, 96th birthday gift, 1925 birthday, 1925","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1925 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1925 polished sixpence mounted Tibetan Silver mount  on a 18 inch hallmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 96th Birthday / Anniversary 



This item will make a nice gift or to celebrate the year of your birth.",1612693923,1623058323,1440022934,1612693923,07/02/2021,41.98,USD,1,[],"1925, 1925 gift, 1925 birthday, 1925 birthday gift, 1925 coin gift, mothers day, 96th birthday gift, 96th Sister, 96th Mum, 96th Granny, 1925 Coin Pendant, Valentines Day, Gift for Mum","coins, 1925 sixpence",11743680,,1612646485,https://www.etsy.com/listing/244732351/fancy-pendant-1925-lucky-sixpence-96th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,480,18,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,women,birthday,Traditional,FALSE,TRUE,FALSE,,TRUE,TRUE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
102838427,active,17905617,,"1967 Sixpence Cufflinks 54th birthday.  Original sixpence coins Great gift from 1967 Thinking Of You,  Special Friend, Mum, Dad, Loved One","1967 Birthday Cufflinks 54th birthday cufflinks

1967 Sixpence cufflinks for sale

Genuine 1967 Circulated 54 year old Sixpence

A great gift for 54th Birthday / Anniversary 

Supplied in a nice cufflink box",1612669858,1623034258,1340530357,1612740793,07/02/2021,29.98,USD,6,[],"Coin Cufflinks, Birthdays, 1967, 1967 gift, 1967 birthday, 1967 birthday gift, coin jewellery, born in 1967, Fathers Day, 54th birthday gift, 54th Brother, 54th dad, 54th Grandad",1967 sixpence,11743660,10,1596445757,https://www.etsy.com/listing/102838427/1967-sixpence-cufflinks-54th-birthday?utm_source=bulkupload&utm_medium=api&utm_campaign=api,418,20,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,men,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,TRUE,en-US,FALSE,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",FALSE,FALSE
957951675,active,17905617,,"Premium 1961 Irish Sixpence Cufflinks 60th birthday. 1961 gift for dad, 60th gift for him, grandad gift 60th, Sixpence Coin, 60th Brother ","Premium 1961 Irish Sixpence Cufflinks 60th birthday. 1961 gift for dad, 60th gift for him, grandad gift 60th, 6d, Sixpence Coin, 60th Brother ",1612641142,1623005542,1612641142,1612740376,07/02/2021,34.98,USD,10,[],"Cufflinks, 1961, 1961 Gift, 1961 Dad Gift, 1961 Birthday Gift, 60th Gift, 60th Birthday Gift, 60th Birthday Dad, 60th Birthday Him, Grandad Gift 1961, Sixpence, Sixpence Coin, 6d",nan,,,1612641142,https://www.etsy.com/listing/957951675/premium-1961-irish-sixpence-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,4,0,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,men,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",FALSE,FALSE
957951613,active,17905617,,"Premium 1961 Irish Threepence Cufflinks 60th birthday, 1961 gift for dad, 60th gift for him, grandad gift 60th, Sixpence Coin, 60th Brother","Premium 1961 Irish Threepence Cufflinks 60th birthday. 1961 gift for dad, 60th gift for him, grandad gift 60th, 6d, Sixpence Coin, 60th Brother",1612641137,1623005537,1612641137,1612741326,07/02/2021,34.98,USD,10,[],"Cufflinks, 1961, 1961 Gift, 1961 Dad Gift, 1961 Birthday Gift, 60th Gift, 60th Birthday Gift, 60th Birthday Dad, 60th Birthday Him, Grandad Gift 1961, Sixpence, Sixpence Coin, 6d",nan,,,1612641137,https://www.etsy.com/listing/957951613/premium-1961-irish-threepence-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,3,0,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,men,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",FALSE,FALSE
957950567,active,17905617,,"Domed Pendant 1961 Lucky Irish Sixpence 60th Birthday plus a Sterling Silver 18in Chain 60th birthday gift for her, 60th Sister, 60th Nan","Domed Pendant 1961 Lucky Irish Sixpence 60th Birthday plus a Sterling Silver 18in Chain 60th birthday gift for her, 60th Sister, 60th Nan",1612641041,1623005441,1612641041,1612740350,07/02/2021,34.98,USD,10,[],"1961 Gift, 1961 Birthday Gift, 60th Birthday Gift, 60th Birthday mum, 60th Birthday her, 60th Gift Her, Sixpence Necklace, Mum 60th Birthday, Coin Necklace, 60th Anniversary, 60th Gift Wife, 60th Gift Mum, Valentines day",nan,,,1612641041,https://www.etsy.com/listing/957950567/domed-pendant-1961-lucky-irish-sixpence?utm_source=bulkupload&utm_medium=api&utm_campaign=api,0,0,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
943995222,active,17905617,,"Domed Pendant 1961 Lucky Irish Threepence 60th Birthday plus a Sterling Silver 18in Chain 60th birthday gift for her, 60th Sister, 60th Nan","Domed Pendant 1961 Lucky Irish Threepence 60th Birthday plus a Sterling Silver 18in Chain 60th birthday gift for her, 60th Sister, 60th Nan",1612641036,1623005436,1612641036,1612741042,07/02/2021,34.98,USD,10,[],"1961 Gift, 1961 Birthday Gift, 60th Birthday Gift, 60th Birthday mum, 60th Birthday her, 60th Gift Her, Sixpence Necklace, Mum 60th Birthday, Coin Necklace, 60th Anniversary, 60th Gift Wife, 60th Gift Mum, Valentines day",nan,,,1612641036,https://www.etsy.com/listing/943995222/domed-pendant-1961-lucky-irish?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,0,40038938742,1,2,i_did,FALSE,made_to_order,,oz,,,,in,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
943963164,active,17905617,,"Round Pendant 1967 Lucky sixpence 54th Birthday plus a Sterling Silver 18in Chain 54th birthday gift for her Thinking Of You, Mum Dad","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1966 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1967 polished sixpence mounted Tibetan Silver mount  on a 18 inch halmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 54th Birthday / Anniversary 

This item will make a nice gift or to celebrate the year of your birth.",1612638084,1623002484,1612638084,1612741230,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, coin pendant, 1967, 1967 gift, 1967 birthday gift, 1967 birthday, mothers day, 54th birthday gift, 54th Sister, 54th Mum","silver plated backs, 1967 coin",,,1612638084,https://www.etsy.com/listing/943963164/round-pendant-1967-lucky-sixpence-54th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,3,1,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
943963104,active,17905617,,"Round Pendant 1966 Lucky sixpence 55th Birthday plus a Sterling Silver 18in Chain 55th birthday gift for her Thinking Of You, Mum Dad","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1966 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1966 polished sixpence mounted Tibetan Silver mount  on a 18 inch halmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 55th Birthday / Anniversary 

This item will make a nice gift or to celebrate the year of your birth.",1612638079,1623002479,1612638079,1612741513,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, coin pendant, 1966, 1966 gift, 1966 birthday, 1966 birthday gift, 53rd birthday gift, 54th, mothers day, 55th",silver plated backs,,,1612638079,https://www.etsy.com/listing/943963104/round-pendant-1966-lucky-sixpence-55th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,1,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
943963032,active,17905617,,"Round Pendant 1965 Lucky sixpence 56th Birthday plus a Sterling Silver 18in Chain 56th birthday gift for her Thinking Of You, Mum Dad","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1965 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1965 polished sixpence mounted Tibetan Silver mount  on a 18 inch hallmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 56th Birthday / Anniversary 

This item will make a nice gift or to celebrate the year of your birth.",1612638074,1623002474,1612638074,1612740916,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, 1965, 1965 gift, coin pendant, 1965 birthday, gift from 1965, 1965 birthday gift, mothers day, 56th birthday gift, 56th Sister","1965 coin, silver plated backs",,,1612638074,https://www.etsy.com/listing/943963032/round-pendant-1965-lucky-sixpence-56th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,2,0,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
957918295,active,17905617,,"Round Pendant 1964 Lucky sixpence 57th Birthday plus a Sterling Silver 18in Chain 57th birthday gift for her Thinking Of You, Mum Dad","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1964 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1964 polished sixpence mounted Tibetan Silver mount  on a 18 inch hallmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 57th Birthday / Anniversary 

This item will make a nice gift or to celebrate the year of your birth.",1612638069,1623002469,1612638069,1612741284,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, 1964, 1964 gift, coin pendant, 1964 birthday, gift from 1964, 1964 birthday gift, mothers day, 57th birthday gift, 57th Sister","1964 coin, silver plated backs",,,1612638069,https://www.etsy.com/listing/957918295/round-pendant-1964-lucky-sixpence-57th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,0,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
943962934,active,17905617,,"Round Pendant 1963 Lucky sixpence 58th Birthday plus a Sterling Silver 18in Chain - 1963, 1963 58th birthday gift, 58th gift, 1963 gift","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1948 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1963 polished sixpence mounted Tibetan Silver mount  on a 18 inch halmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 58th Birthday / Anniversary 

This sixpence is 50% Solid silver

Picture shows 1944 - You will receive a 1963

This item will make a nice gift or to celebrate the year of your birth.",1612638063,1623002463,1612638063,1612740670,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, anniversary gift, coin jewellery, coin pendant, mothers day, 58th, 1963 gift idea, 1963 birthday, 58th Mum, 58th Sister","sixpence, sterling silver, 1948",,,1612638063,https://www.etsy.com/listing/943962934/round-pendant-1963-lucky-sixpence-58th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,0,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
957918159,active,17905617,,"Round Pendant 1962 Lucky sixpence 59th Birthday plus a Sterling Silver 18in Chain - 1962, 1962 59th birthday gift, 59th gift, 1962 gift","Genuine Circulated Sixpence Mounted on a Tibetan Silver mount with a 18 inch Sterling silver chain 1948 coin
This is a stunning piece of jewellery that would suit all ages. 

A genuine circulated 1962 polished sixpence mounted Tibetan Silver mount  on a 18 inch halmarked sterling silver necklace.

Supplied with lovely gift box

Ideal present for a 59th Birthday / Anniversary 

This sixpence is 50% Solid silver

Picture shows 1944 - You will receive a 1962

This item will make a nice gift or to celebrate the year of your birth.",1612638058,1623002458,1612638058,1612740801,07/02/2021,34.98,USD,10,[],"pendant, silver, sixpence, lucky, anniversary gift, coin jewellery, coin pendant, mothers day, 59th, 1962 gift idea, 1962 birthday, 59th Mum, 59th Sister","sixpence, sterling silver, 1948",,,1612638058,https://www.etsy.com/listing/957918159/round-pendant-1962-lucky-sixpence-59th?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,0,40038938742,1,2,i_did,FALSE,made_to_order,,,,,,,FALSE,women,birthday,"Traditional,    renaissance",FALSE,TRUE,FALSE,,TRUE,FALSE,en-US,FALSE,1229,"['Jewelry', 'Necklaces', 'Pendants']",FALSE,FALSE
